hash-monomers,hash-monomers-replicate_structure,smiles_monomer,monomers,distribution,replicate_structure,smiles_polymer,mechanism
LzfZoEafedSWZenzKRFEJg,mtYZXyXWtNeUG6NnCdpsN8,Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(N)cc2)cc1.O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc3)cc1)C2=O,"('Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(N)cc2)cc1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc3)cc1)C2=O')",[],1,Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Cc5ccc(N6C(=O)c7ccc(C(=O)Nc8ccc(Oc9ccccc9-c9ccccc9Oc9ccc(NC(=O)c%10ccc%11c(c%10)C(=O)N(c%10ccc(Cc%12ccc(N%13C(=O)c%14ccc(C(=O)Nc%15ccc(Oc%16ccccc%16-c%16ccccc%16Oc%16ccc(NC(=O)c%17ccc%18c(c%17)C(=O)N(c%17ccc(Cc%19ccc(N%20C(=O)c%21ccc(C(=O)Nc%22ccc(Oc%23ccccc%23-c%23ccccc%23Oc%23ccc(NC(=O)c%24ccc%25c(c%24)C(=O)N(c%24ccc(Cc%26ccc(N%27C(=O)c%28ccc(C(=O)O)cc%28C%27=O)cc%26)cc%24)C%25=O)cc%23)cc%22)cc%21C%20=O)cc%19)cc%17)C%18=O)cc%16)cc%15)cc%14C%13=O)cc%12)cc%10)C%11=O)cc9)cc8)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,amide
MWUywXYugxGnJMDp83t2Hb,5a7Te3dkktGyr7TyyNc7yn,NCCCCCC(=O)O.NCCCCCCN.O=C(O)c1ccc(C(=O)O)cc1,"('NCCCCCC(=O)O', 'NCCCCCCN', 'O=C(O)c1ccc(C(=O)O)cc1')",[],0,NCCCCCCNC(=O)CCCCCNC(=O)CCCCCNC(=O)CCCCCNC(=O)c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(C(=O)NCCCCCCN)cc2)cc1,amide
MWUywXYugxGnJMDp83t2Hb,R9SG5tUMKcHaotEBkNswS7,NCCCCCC(=O)O.NCCCCCCN.O=C(O)c1ccc(C(=O)O)cc1,"('NCCCCCC(=O)O', 'NCCCCCCN', 'O=C(O)c1ccc(C(=O)O)cc1')",[],1,O=C(CCCCCNC(=O)CCCCCNC(=O)c1ccc(C(=O)O)cc1)NCCCCCCNC(=O)c1ccc(C(=O)NCCCCCCNC(=O)CCCCCNC(=O)c2ccc(C(=O)O)cc2)cc1,amide
8mPTxKxwLxqey9ZHQQyxDF,UJBZkwE69RddoDYmmM2mwK,O=C(O)c1ccc(C(=O)O)c2c(C(=O)O)ccc(C(=O)O)c12.OCCCCCCCCCCCCO,"('O=C(O)c1ccc(C(=O)O)c2c(C(=O)O)ccc(C(=O)O)c12', 'OCCCCCCCCCCCCO')",[],0,O=C(O)c1ccc(C(=O)OCCCCCCCCCCCCO)c2c(C(=O)OCCCCCCCCCCCCO)ccc(C(=O)OCCCCCCCCCCCCOC(=O)c3ccc(C(=O)OCCCCCCCCCCCCO)c4c(C(=O)OCCCCCCCCCCCCO)ccc(C(=O)OCCCCCCCCCCCCO)c34)c12,ester
8mPTxKxwLxqey9ZHQQyxDF,bMWaprUXWtrLpGeCibrP4g,O=C(O)c1ccc(C(=O)O)c2c(C(=O)O)ccc(C(=O)O)c12.OCCCCCCCCCCCCO,"('O=C(O)c1ccc(C(=O)O)c2c(C(=O)O)ccc(C(=O)O)c12', 'OCCCCCCCCCCCCO')",[],1,O=C(O)c1ccc(C(=O)O)c2c(C(=O)OCCCCCCCCCCCCOC(=O)c3ccc(C(=O)OCCCCCCCCCCCCO)c4c(C(=O)O)ccc(C(=O)OCCCCCCCCCCCCOC(=O)c5ccc(C(=O)O)c6c(C(=O)OCCCCCCCCCCCCO)ccc(C(=O)OCCCCCCCCCCCCO)c56)c34)ccc(C(=O)O)c12,ester
Dkt6r2NhwS2wBskHJi73bS,gcfi44hkq3PJFyn4rWmnPk,Nc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1.O=C(O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(C(=O)O)cc4C3=O)c1)C2=O,"('Nc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(C(=O)O)cc4C3=O)c1)C2=O')",[],0,Nc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5cccc(N7C(=O)c8ccc(C(=O)Nc9ccc(Oc%10ccc(C(=O)c%11ccc(Oc%12ccc(NC(=O)c%13ccc%14c(c%13)C(=O)N(c%13cccc(N%15C(=O)c%16ccc(C(=O)Nc%17ccc(Oc%18ccc(C(=O)c%19ccc(Oc%20ccc(NC(=O)c%21ccc%22c(c%21)C(=O)N(c%21cccc(N%23C(=O)c%24ccc(C(=O)Nc%25ccc(Oc%26ccc(C(=O)c%27ccc(Oc%28ccc(NC(=O)c%29ccc%30c(c%29)C(=O)N(c%29cccc(N%31C(=O)c%32ccc(C(=O)O)cc%32C%31=O)c%29)C%30=O)cc%28C(F)(F)F)cc%27)cc%26)c(C(F)(F)F)c%25)cc%24C%23=O)c%21)C%22=O)cc%20C(F)(F)F)cc%19)cc%18)c(C(F)(F)F)c%17)cc%16C%15=O)c%13)C%14=O)cc%12C(F)(F)F)cc%11)cc%10)c(C(F)(F)F)c9)cc8C7=O)c5)C6=O)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1,amide
Dkt6r2NhwS2wBskHJi73bS,nnpd9KZ3bB6bxtVLgnvaLs,Nc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1.O=C(O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(C(=O)O)cc4C3=O)c1)C2=O,"('Nc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(C(=O)O)cc4C3=O)c1)C2=O')",[],1,Nc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5cccc(N7C(=O)c8ccc(C(=O)Nc9ccc(Oc%10ccc(C(=O)c%11ccc(Oc%12ccc(NC(=O)c%13ccc%14c(c%13)C(=O)N(c%13cccc(N%15C(=O)c%16ccc(C(=O)Nc%17ccc(Oc%18ccc(C(=O)c%19ccc(Oc%20ccc(NC(=O)c%21ccc%22c(c%21)C(=O)N(c%21cccc(N%23C(=O)c%24ccc(C(=O)Nc%25ccc(Oc%26ccc(C(=O)c%27ccc(Oc%28ccc(NC(=O)c%29ccc%30c(c%29)C(=O)N(c%29cccc(N%31C(=O)c%32ccc(C(=O)O)cc%32C%31=O)c%29)C%30=O)cc%28C(F)(F)F)cc%27)cc%26)c(C(F)(F)F)c%25)cc%24C%23=O)c%21)C%22=O)cc%20C(F)(F)F)cc%19)cc%18)c(C(F)(F)F)c%17)cc%16C%15=O)c%13)C%14=O)cc%12C(F)(F)F)cc%11)cc%10)c(C(F)(F)F)c9)cc8C7=O)c5)C6=O)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1,amide
FXqaSRxNRfiUA5RhXiMCra,Lb6ferLPbqPVvVG3fymHJm,Nc1ccc(C(=O)Nc2ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(NC(=O)c6ccc(N)cc6)cc5)cc4)cc3)cc2)cc1.O=C(O)c1ccc(C(=O)O)cc1,"('Nc1ccc(C(=O)Nc2ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(NC(=O)c6ccc(N)cc6)cc5)cc4)cc3)cc2)cc1', 'O=C(O)c1ccc(C(=O)O)cc1')",[],0,Nc1ccc(C(=O)Nc2ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(NC(=O)c6ccc(NC(=O)c7ccc(C(=O)Nc8ccc(C(=O)Nc9ccc(Oc%10ccc(S(=O)(=O)c%11ccc(Oc%12ccc(NC(=O)c%13ccc(NC(=O)c%14ccc(C(=O)Nc%15ccc(C(=O)Nc%16ccc(Oc%17ccc(S(=O)(=O)c%18ccc(Oc%19ccc(NC(=O)c%20ccc(NC(=O)c%21ccc(C(=O)Nc%22ccc(C(=O)Nc%23ccc(Oc%24ccc(S(=O)(=O)c%25ccc(Oc%26ccc(NC(=O)c%27ccc(NC(=O)c%28ccc(C(=O)O)cc%28)cc%27)cc%26)cc%25)cc%24)cc%23)cc%22)cc%21)cc%20)cc%19)cc%18)cc%17)cc%16)cc%15)cc%14)cc%13)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,amide
FXqaSRxNRfiUA5RhXiMCra,kKtXQoRD7FMKxRRgx64Ery,Nc1ccc(C(=O)Nc2ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(NC(=O)c6ccc(N)cc6)cc5)cc4)cc3)cc2)cc1.O=C(O)c1ccc(C(=O)O)cc1,"('Nc1ccc(C(=O)Nc2ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(NC(=O)c6ccc(N)cc6)cc5)cc4)cc3)cc2)cc1', 'O=C(O)c1ccc(C(=O)O)cc1')",[],1,Nc1ccc(C(=O)Nc2ccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5ccc(NC(=O)c6ccc(NC(=O)c7ccc(C(=O)Nc8ccc(C(=O)Nc9ccc(Oc%10ccc(S(=O)(=O)c%11ccc(Oc%12ccc(NC(=O)c%13ccc(NC(=O)c%14ccc(C(=O)Nc%15ccc(C(=O)Nc%16ccc(Oc%17ccc(S(=O)(=O)c%18ccc(Oc%19ccc(NC(=O)c%20ccc(NC(=O)c%21ccc(C(=O)Nc%22ccc(C(=O)Nc%23ccc(Oc%24ccc(S(=O)(=O)c%25ccc(Oc%26ccc(NC(=O)c%27ccc(NC(=O)c%28ccc(C(=O)O)cc%28)cc%27)cc%26)cc%25)cc%24)cc%23)cc%22)cc%21)cc%20)cc%19)cc%18)cc%17)cc%16)cc%15)cc%14)cc%13)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,amide
Uwo5PWeeqNzsf7JjqnuvPS,L2GMykQmY9gVvwbeFR6XoZ,O=C(O)CCCC(=O)O.OCCCCCCO,"('O=C(O)CCCC(=O)O', 'OCCCCCCO')",[],0,O=C(O)CCCC(=O)OCCCCCCOC(=O)CCCC(=O)OCCCCCCOC(=O)CCCC(=O)OCCCCCCOC(=O)CCCC(=O)OCCCCCCO,ester
Uwo5PWeeqNzsf7JjqnuvPS,Dv3DfE7VnvzwaHM3UJnpka,O=C(O)CCCC(=O)O.OCCCCCCO,"('O=C(O)CCCC(=O)O', 'OCCCCCCO')",[],1,O=C(O)CCCC(=O)OCCCCCCOC(=O)CCCC(=O)OCCCCCCOC(=O)CCCC(=O)OCCCCCCOC(=O)CCCC(=O)OCCCCCCO,ester
23SX6AdBWDw2yP6U9TMj5A,QYagaTWyYXo6pAu4HtCh5Z,O=C(O)CCCCC(=O)O.OCCCCCCO,"('O=C(O)CCCCC(=O)O', 'OCCCCCCO')",[],0,O=C(O)CCCCC(=O)OCCCCCCOC(=O)CCCCC(=O)OCCCCCCOC(=O)CCCCC(=O)OCCCCCCOC(=O)CCCCC(=O)OCCCCCCO,ester
23SX6AdBWDw2yP6U9TMj5A,b8BUnCv9k3HgyF7pyUH56m,O=C(O)CCCCC(=O)O.OCCCCCCO,"('O=C(O)CCCCC(=O)O', 'OCCCCCCO')",[],1,O=C(O)CCCCC(=O)OCCCCCCOC(=O)CCCCC(=O)OCCCCCCOC(=O)CCCCC(=O)OCCCCCCOC(=O)CCCCC(=O)OCCCCCCO,ester
cZbuFVPUHWnaJXxAZDE4mG,7uwiSuhk8PDkYhe5tfsQmC,Nc1ccc(Cc2ccc(N)cc2)cc1.O=C(O)C12CC3CC4CC1C1CC2C(C(=O)O)(C3)C1C4,"('Nc1ccc(Cc2ccc(N)cc2)cc1', 'O=C(O)C12CC3CC4CC1C1CC2C(C(=O)O)(C3)C1C4')",[],0,Nc1ccc(Cc2ccc(NC(=O)C34CC5CC6CC3C3CC4C(C(=O)Nc4ccc(Cc7ccc(NC(=O)C89CC%10CC%11CC8C8CC9C(C(=O)Nc9ccc(Cc%12ccc(NC(=O)C%13%14CC%15CC%16CC%17C(CC%13C%17(C(=O)Nc%13ccc(Cc%17ccc(NC(=O)C%18%19CC%20CC%21CC%22C(CC%18C%22(C(=O)O)C%20)C%19C%21)cc%17)cc%13)C%15)C%14C%16)cc%12)cc9)(C%10)C8C%11)cc7)cc4)(C5)C3C6)cc2)cc1,amide
cZbuFVPUHWnaJXxAZDE4mG,HrfJUewWvBewB7DNckZAVw,Nc1ccc(Cc2ccc(N)cc2)cc1.O=C(O)C12CC3CC4CC1C1CC2C(C(=O)O)(C3)C1C4,"('Nc1ccc(Cc2ccc(N)cc2)cc1', 'O=C(O)C12CC3CC4CC1C1CC2C(C(=O)O)(C3)C1C4')",[],1,Nc1ccc(Cc2ccc(NC(=O)C34CC5CC6CC3C3CC4C(C(=O)Nc4ccc(Cc7ccc(NC(=O)C89CC%10CC%11CC8C8CC9C(C(=O)Nc9ccc(Cc%12ccc(NC(=O)C%13%14CC%15CC%16CC%17C(CC%13C%17(C(=O)Nc%13ccc(Cc%17ccc(NC(=O)C%18%19CC%20CC%21CC%22C(CC%18C%22(C(=O)O)C%20)C%19C%21)cc%17)cc%13)C%15)C%14C%16)cc%12)cc9)(C%10)C8C%11)cc7)cc4)(C5)C3C6)cc2)cc1,amide
9UzgMkAnfFde3B8sca4gHY,minFsV7McLR5LmRcec6rPf,O=C(O)CCCCCCCCC(=O)O.OCCCO,"('O=C(O)CCCCCCCCC(=O)O', 'OCCCO')",[],0,O=C(O)CCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCC(=O)OCCCO,ester
9UzgMkAnfFde3B8sca4gHY,JGFh2ywkvKNGTyyyHkreSy,O=C(O)CCCCCCCCC(=O)O.OCCCO,"('O=C(O)CCCCCCCCC(=O)O', 'OCCCO')",[],1,O=C(O)CCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCC(=O)OCCCOC(=O)CCCCCCCCC(=O)OCCCO,ester
HQab7kR4vYPehVmCTdJLV2,JnZfpKVnmnbtayvN2RtGYk,Nc1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(N)cc7)cc6C(F)(F)F)cc5)c5ccccc5C(=O)N4c4ccccc4)cc3)c(C(F)(F)F)c2)cc1.O=C(O)c1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc1C(=O)O,"('Nc1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(N)cc7)cc6C(F)(F)F)cc5)c5ccccc5C(=O)N4c4ccccc4)cc3)c(C(F)(F)F)c2)cc1', 'O=C(O)c1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc1C(=O)O')",[],0,Nc1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(NC(=O)c8cc(Oc9ccc(C(=O)O)c(C(=O)Nc%10ccc(-c%11ccc(Oc%12ccc(C%13(c%14ccc(Oc%15ccc(-c%16ccc(NC(=O)c%17ccc(Oc%18ccc(C(=O)O)c(C(=O)O)c%18)cc%17C(=O)O)cc%16)cc%15C(F)(F)F)cc%14)c%14ccccc%14C(=O)N%13c%13ccccc%13)cc%12)c(C(F)(F)F)c%11)cc%10)c9)ccc8C(=O)Nc8ccc(-c9ccc(Oc%10ccc(C%11(c%12ccc(Oc%13ccc(-c%14ccc(NC(=O)c%15cc(Oc%16ccc(C(=O)O)c(C(=O)Nc%17ccc(-c%18ccc(Oc%19ccc(C%20(c%21ccc(Oc%22ccc(-c%23ccc(NC(=O)c%24cc(Oc%25ccc(C(=O)O)c(C(=O)O)c%25)ccc%24C(=O)O)cc%23)cc%22C(F)(F)F)cc%21)c%21ccccc%21C(=O)N%20c%20ccccc%20)cc%19)c(C(F)(F)F)c%18)cc%17)c%16)ccc%15C(=O)O)cc%14)cc%13C(F)(F)F)cc%12)c%12ccccc%12C(=O)N%11c%11ccccc%11)cc%10)c(C(F)(F)F)c9)cc8)cc7)cc6C(F)(F)F)cc5)c5ccccc5C(=O)N4c4ccccc4)cc3)c(C(F)(F)F)c2)cc1,amide
HQab7kR4vYPehVmCTdJLV2,bSoiww4Df6MLENC7AaCNMq,Nc1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(N)cc7)cc6C(F)(F)F)cc5)c5ccccc5C(=O)N4c4ccccc4)cc3)c(C(F)(F)F)c2)cc1.O=C(O)c1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc1C(=O)O,"('Nc1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(N)cc7)cc6C(F)(F)F)cc5)c5ccccc5C(=O)N4c4ccccc4)cc3)c(C(F)(F)F)c2)cc1', 'O=C(O)c1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)cc1C(=O)O')",[],1,Nc1ccc(-c2ccc(Oc3ccc(C4(c5ccc(Oc6ccc(-c7ccc(NC(=O)c8ccc(Oc9ccc(C(=O)O)c(C(=O)Nc%10ccc(-c%11ccc(Oc%12ccc(C%13(c%14ccc(Oc%15ccc(-c%16ccc(NC(=O)c%17cc(Oc%18ccc(C(=O)Nc%19ccc(-c%20ccc(Oc%21ccc(C%22(c%23ccc(Oc%24ccc(-c%25ccc(N)cc%25)cc%24C(F)(F)F)cc%23)c%23ccccc%23C(=O)N%22c%22ccccc%22)cc%21)c(C(F)(F)F)c%20)cc%19)c(C(=O)Nc%19ccc(-c%20ccc(Oc%21ccc(C%22(c%23ccc(Oc%24ccc(-c%25ccc(NC(=O)c%26ccc(Oc%27ccc(C(=O)O)c(C(=O)O)c%27)cc%26C(=O)O)cc%25)cc%24C(F)(F)F)cc%23)c%23ccccc%23C(=O)N%22c%22ccccc%22)cc%21)c(C(F)(F)F)c%20)cc%19)c%18)ccc%17C(=O)Nc%17ccc(-c%18ccc(Oc%19ccc(C%20(c%21ccc(Oc%22ccc(-c%23ccc(N)cc%23)cc%22C(F)(F)F)cc%21)c%21ccccc%21C(=O)N%20c%20ccccc%20)cc%19)c(C(F)(F)F)c%18)cc%17)cc%16)cc%15C(F)(F)F)cc%14)c%14ccccc%14C(=O)N%13c%13ccccc%13)cc%12)c(C(F)(F)F)c%11)cc%10)c9)cc8C(=O)O)cc7)cc6C(F)(F)F)cc5)c5ccccc5C(=O)N4c4ccccc4)cc3)c(C(F)(F)F)c2)cc1,amide
UqwtEvVcDAsHSS8hB8AtBK,2nX3qsLpdWovmihjffcwAU,Nc1ccc(Cc2ccc(N)cc2)cc1.O=C(O)c1ccc2c(c1)C(=O)N(c1cc(Cl)c(N3C(=O)c4ccc(C(=O)O)cc4C3=O)cc1Cl)C2=O,"('Nc1ccc(Cc2ccc(N)cc2)cc1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1cc(Cl)c(N3C(=O)c4ccc(C(=O)O)cc4C3=O)cc1Cl)C2=O')",[],0,Nc1ccc(Cc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cc(Cl)c(N5C(=O)c6ccc(C(=O)Nc7ccc(Cc8ccc(NC(=O)c9ccc%10c(c9)C(=O)N(c9cc(Cl)c(N%11C(=O)c%12ccc(C(=O)Nc%13ccc(Cc%14ccc(NC(=O)c%15ccc%16c(c%15)C(=O)N(c%15cc(Cl)c(N%17C(=O)c%18ccc(C(=O)Nc%19ccc(Cc%20ccc(NC(=O)c%21ccc%22c(c%21)C(=O)N(c%21cc(Cl)c(N%23C(=O)c%24ccc(C(=O)O)cc%24C%23=O)cc%21Cl)C%22=O)cc%20)cc%19)cc%18C%17=O)cc%15Cl)C%16=O)cc%14)cc%13)cc%12C%11=O)cc9Cl)C%10=O)cc8)cc7)cc6C5=O)cc3Cl)C4=O)cc2)cc1,amide
UqwtEvVcDAsHSS8hB8AtBK,HCGCajhxL5MCRqHGFAhJuy,Nc1ccc(Cc2ccc(N)cc2)cc1.O=C(O)c1ccc2c(c1)C(=O)N(c1cc(Cl)c(N3C(=O)c4ccc(C(=O)O)cc4C3=O)cc1Cl)C2=O,"('Nc1ccc(Cc2ccc(N)cc2)cc1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1cc(Cl)c(N3C(=O)c4ccc(C(=O)O)cc4C3=O)cc1Cl)C2=O')",[],1,Nc1ccc(Cc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cc(Cl)c(N5C(=O)c6ccc(C(=O)Nc7ccc(Cc8ccc(NC(=O)c9ccc%10c(c9)C(=O)N(c9cc(Cl)c(N%11C(=O)c%12ccc(C(=O)Nc%13ccc(Cc%14ccc(NC(=O)c%15ccc%16c(c%15)C(=O)N(c%15cc(Cl)c(N%17C(=O)c%18ccc(C(=O)Nc%19ccc(Cc%20ccc(NC(=O)c%21ccc%22c(c%21)C(=O)N(c%21cc(Cl)c(N%23C(=O)c%24ccc(C(=O)O)cc%24C%23=O)cc%21Cl)C%22=O)cc%20)cc%19)cc%18C%17=O)cc%15Cl)C%16=O)cc%14)cc%13)cc%12C%11=O)cc9Cl)C%10=O)cc8)cc7)cc6C5=O)cc3Cl)C4=O)cc2)cc1,amide
FPzAJB7ogWhuT4awaaveRD,VUWnJLgMikNj6Y4E2gpx8f,O=C(Cl)c1ccc(-c2nnc(-c3ccc(C(=O)Cl)cc3)s2)cc1.OCCCCCCCCCCO,"('O=C(Cl)c1ccc(-c2nnc(-c3ccc(C(=O)Cl)cc3)s2)cc1', 'OCCCCCCCCCCO')",[],0,O=C(Cl)c1ccc(-c2nnc(-c3ccc(C(=O)OCCCCCCCCCCOC(=O)c4ccc(-c5nnc(-c6ccc(C(=O)OCCCCCCCCCCOC(=O)c7ccc(-c8nnc(-c9ccc(C(=O)OCCCCCCCCCCOC(=O)c%10ccc(-c%11nnc(-c%12ccc(C(=O)OCCCCCCCCCCO)cc%12)s%11)cc%10)cc9)s8)cc7)cc6)s5)cc4)cc3)s2)cc1,ester
FPzAJB7ogWhuT4awaaveRD,5C7qoeZw6Juya337JTrrcA,O=C(Cl)c1ccc(-c2nnc(-c3ccc(C(=O)Cl)cc3)s2)cc1.OCCCCCCCCCCO,"('O=C(Cl)c1ccc(-c2nnc(-c3ccc(C(=O)Cl)cc3)s2)cc1', 'OCCCCCCCCCCO')",[],1,O=C(Cl)c1ccc(-c2nnc(-c3ccc(C(=O)OCCCCCCCCCCOC(=O)c4ccc(-c5nnc(-c6ccc(C(=O)OCCCCCCCCCCOC(=O)c7ccc(-c8nnc(-c9ccc(C(=O)OCCCCCCCCCCOC(=O)c%10ccc(-c%11nnc(-c%12ccc(C(=O)OCCCCCCCCCCO)cc%12)s%11)cc%10)cc9)s8)cc7)cc6)s5)cc4)cc3)s2)cc1,ester
FSkko2aKR47NkwsQcyemQp,PMUL5KtupSHPF7orWzJTvT,Nc1ccc(N(c2ccc(N)cc2)c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1.O=C(O)c1ccc(C(=O)O)cc1,"('Nc1ccc(N(c2ccc(N)cc2)c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1', 'O=C(O)c1ccc(C(=O)O)cc1')",[],0,Nc1ccc(N(c2ccc(NC(=O)c3ccc(C(=O)Nc4ccc(N(c5ccc(NC(=O)c6ccc(C(=O)Nc7ccc(N(c8ccc(NC(=O)c9ccc(C(=O)Nc%10ccc(N(c%11ccc(NC(=O)c%12ccc(C(=O)O)cc%12)cc%11)c%11ccc(C(c%12ccccc%12)(c%12ccccc%12)c%12ccccc%12)cc%11)cc%10)cc9)cc8)c8ccc(C(c9ccccc9)(c9ccccc9)c9ccccc9)cc8)cc7)cc6)cc5)c5ccc(C(c6ccccc6)(c6ccccc6)c6ccccc6)cc5)cc4)cc3)cc2)c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,amide
FSkko2aKR47NkwsQcyemQp,XZKTW5cEsMvXULojJT3K8X,Nc1ccc(N(c2ccc(N)cc2)c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1.O=C(O)c1ccc(C(=O)O)cc1,"('Nc1ccc(N(c2ccc(N)cc2)c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1', 'O=C(O)c1ccc(C(=O)O)cc1')",[],1,Nc1ccc(N(c2ccc(NC(=O)c3ccc(C(=O)Nc4ccc(N(c5ccc(NC(=O)c6ccc(C(=O)Nc7ccc(N(c8ccc(NC(=O)c9ccc(C(=O)Nc%10ccc(N(c%11ccc(NC(=O)c%12ccc(C(=O)O)cc%12)cc%11)c%11ccc(C(c%12ccccc%12)(c%12ccccc%12)c%12ccccc%12)cc%11)cc%10)cc9)cc8)c8ccc(C(c9ccccc9)(c9ccccc9)c9ccccc9)cc8)cc7)cc6)cc5)c5ccc(C(c6ccccc6)(c6ccccc6)c6ccccc6)cc5)cc4)cc3)cc2)c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1,amide
PXWeo8sH2TGT9gUuKfXALL,No8kaCzBypejV3YMZUDsRX,O=C(O)CCCCCCCCC(=O)O.OCCOCCOCCO,"('O=C(O)CCCCCCCCC(=O)O', 'OCCOCCOCCO')",[],0,O=C(O)CCCCCCCCC(=O)OCCOCCOCCOC(=O)CCCCCCCCC(=O)OCCOCCOCCOC(=O)CCCCCCCCC(=O)OCCOCCOCCOC(=O)CCCCCCCCC(=O)OCCOCCOCCO,ester
PXWeo8sH2TGT9gUuKfXALL,KPFi4sVPHtS3KKaFgFgsn3,O=C(O)CCCCCCCCC(=O)O.OCCOCCOCCO,"('O=C(O)CCCCCCCCC(=O)O', 'OCCOCCOCCO')",[],1,O=C(O)CCCCCCCCC(=O)OCCOCCOCCOC(=O)CCCCCCCCC(=O)OCCOCCOCCOC(=O)CCCCCCCCC(=O)OCCOCCOCCOC(=O)CCCCCCCCC(=O)OCCOCCOCCO,ester
nG3Zn96ezVxQBhB8Z3tdKL,ZeSQZ5xuMSYdzzLbnVQ4vo,Nc1cccc(N)c1.O=C(O)c1cccc(C(=O)O)c1,"('Nc1cccc(N)c1', 'O=C(O)c1cccc(C(=O)O)c1')",[],0,Nc1cccc(NC(=O)c2cccc(C(=O)Nc3cccc(NC(=O)c4cccc(C(=O)Nc5cccc(NC(=O)c6cccc(C(=O)Nc7cccc(NC(=O)c8cccc(C(=O)O)c8)c7)c6)c5)c4)c3)c2)c1,amide
