hash-monomers,hash-monomers-replicate_structure,smiles_monomer,monomers,distribution,replicate_structure,smiles_polymer,mechanism
L83o8ib9pK9aKe68oT4jgH,HWWeMt9PU6Ex2DyVpsDdT8,Nc1ccc(Oc2ccc(-c3nn(-c4ccc(N)cc4)c(=O)c4ccccc34)cc2-c2ccccc2)cc1.O=C(O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(C(=O)O)cc4C3=O)c1)C2=O,"('Nc1ccc(Oc2ccc(-c3nn(-c4ccc(N)cc4)c(=O)c4ccccc34)cc2-c2ccccc2)cc1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(C(=O)O)cc4C3=O)c1)C2=O')",[],1,Nc1ccc(Oc2ccc(-c3nn(-c4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5cccc(N7C(=O)c8ccc(C(=O)Nc9ccc(-n%10nc(-c%11ccc(Oc%12ccc(NC(=O)c%13ccc%14c(c%13)C(=O)N(c%13cccc(N%15C(=O)c%16ccc(C(=O)Nc%17ccc(-n%18nc(-c%19ccc(Oc%20ccc(NC(=O)c%21ccc%22c(c%21)C(=O)N(c%21cccc(N%23C(=O)c%24ccc(C(=O)Nc%25ccc(-n%26nc(-c%27ccc(Oc%28ccc(NC(=O)c%29ccc%30c(c%29)C(=O)N(c%29cccc(N%31C(=O)c%32ccc(C(=O)O)cc%32C%31=O)c%29)C%30=O)cc%28)c(-c%28ccccc%28)c%27)c%27ccccc%27c%26=O)cc%25)cc%24C%23=O)c%21)C%22=O)cc%20)c(-c%20ccccc%20)c%19)c%19ccccc%19c%18=O)cc%17)cc%16C%15=O)c%13)C%14=O)cc%12)c(-c%12ccccc%12)c%11)c%11ccccc%11c%10=O)cc9)cc8C7=O)c5)C6=O)cc4)c(=O)c4ccccc34)cc2-c2ccccc2)cc1,amide
ExfaSjeTo8M8VzH4wq4Pt7,6VcDyLeodjm3igPUB5FeRx,O=C(O)CCCCCCC(=O)O.OCCCO,"('O=C(O)CCCCCCC(=O)O', 'OCCCO')",[],0,O=C(O)CCCCCCC(=O)OCCCOC(=O)CCCCCCC(=O)OCCCOC(=O)CCCCCCC(=O)OCCCOC(=O)CCCCCCC(=O)OCCCO,ester
ExfaSjeTo8M8VzH4wq4Pt7,9jnuFDbbdAJoU8BF95s93j,O=C(O)CCCCCCC(=O)O.OCCCO,"('O=C(O)CCCCCCC(=O)O', 'OCCCO')",[],1,O=C(O)CCCCCCC(=O)OCCCOC(=O)CCCCCCC(=O)OCCCOC(=O)CCCCCCC(=O)OCCCOC(=O)CCCCCCC(=O)OCCCO,ester
CD7CXfWqgGc4d8XYnYLuUP,XUsA36RQ5Wo25cGStUnuV5,O=C(O)c1ccc(C(=O)O)cc1.OCCCCO,"('O=C(O)c1ccc(C(=O)O)cc1', 'OCCCCO')",[],0,O=C(O)c1ccc(C(=O)OCCCCOC(=O)c2ccc(C(=O)OCCCCOC(=O)c3ccc(C(=O)OCCCCOC(=O)c4ccc(C(=O)OCCCCO)cc4)cc3)cc2)cc1,ester
CD7CXfWqgGc4d8XYnYLuUP,ddbvkazdk3oXFxmuFRnuSq,O=C(O)c1ccc(C(=O)O)cc1.OCCCCO,"('O=C(O)c1ccc(C(=O)O)cc1', 'OCCCCO')",[],1,O=C(O)c1ccc(C(=O)OCCCCOC(=O)c2ccc(C(=O)OCCCCOC(=O)c3ccc(C(=O)OCCCCOC(=O)c4ccc(C(=O)OCCCCO)cc4)cc3)cc2)cc1,ester
6AhiX6Yt6EWLSCvmcFdtvq,jDaLJvi3U7tgC7XVGSq6yp,Cc1ccc2[nH]c(-c3cc(N)cc(N)c3)nc2c1.Cc1ccc2nc(-c3cc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)c3)[nH]c2c1,"('Cc1ccc2[nH]c(-c3cc(N)cc(N)c3)nc2c1', 'Cc1ccc2nc(-c3cc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)c3)[nH]c2c1')",[],0,Cc1ccc2[nH]c(-c3cc(N)cc(NC(=O)c4ccc5c(c4)C(=O)N(c4cc(-c6nc7ccc(C)cc7[nH]6)cc(N6C(=O)c7ccc(C(=O)Nc8cc(NC(=O)c9ccc%10c(c9)C(=O)N(c9cc(-c%11nc%12ccc(C)cc%12[nH]%11)cc(N%11C(=O)c%12ccc(C(=O)Nc%13cc(NC(=O)c%14ccc%15c(c%14)C(=O)N(c%14cc(-c%16nc%17ccc(C)cc%17[nH]%16)cc(N%16C(=O)c%17ccc(C(=O)Nc%18cc(NC(=O)c%19ccc%20c(c%19)C(=O)N(c%19cc(-c%21nc%22ccc(C)cc%22[nH]%21)cc(N%21C(=O)c%22ccc(C(=O)O)cc%22C%21=O)c%19)C%20=O)cc(-c%19nc%20cc(C)ccc%20[nH]%19)c%18)cc%17C%16=O)c%14)C%15=O)cc(-c%14nc%15cc(C)ccc%15[nH]%14)c%13)cc%12C%11=O)c9)C%10=O)cc(-c9nc%10cc(C)ccc%10[nH]9)c8)cc7C6=O)c4)C5=O)c3)nc2c1,amide
6AhiX6Yt6EWLSCvmcFdtvq,TK6TFYcrm5Lu2qUuH5CW4F,Cc1ccc2[nH]c(-c3cc(N)cc(N)c3)nc2c1.Cc1ccc2nc(-c3cc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)c3)[nH]c2c1,"('Cc1ccc2[nH]c(-c3cc(N)cc(N)c3)nc2c1', 'Cc1ccc2nc(-c3cc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)c3)[nH]c2c1')",[],1,Cc1ccc2[nH]c(-c3cc(N)cc(NC(=O)c4ccc5c(c4)C(=O)N(c4cc(-c6nc7ccc(C)cc7[nH]6)cc(N6C(=O)c7ccc(C(=O)Nc8cc(NC(=O)c9ccc%10c(c9)C(=O)N(c9cc(-c%11nc%12ccc(C)cc%12[nH]%11)cc(N%11C(=O)c%12ccc(C(=O)Nc%13cc(NC(=O)c%14ccc%15c(c%14)C(=O)N(c%14cc(-c%16nc%17ccc(C)cc%17[nH]%16)cc(N%16C(=O)c%17ccc(C(=O)Nc%18cc(NC(=O)c%19ccc%20c(c%19)C(=O)N(c%19cc(-c%21nc%22ccc(C)cc%22[nH]%21)cc(N%21C(=O)c%22ccc(C(=O)O)cc%22C%21=O)c%19)C%20=O)cc(-c%19nc%20cc(C)ccc%20[nH]%19)c%18)cc%17C%16=O)c%14)C%15=O)cc(-c%14nc%15cc(C)ccc%15[nH]%14)c%13)cc%12C%11=O)c9)C%10=O)cc(-c9nc%10cc(C)ccc%10[nH]9)c8)cc7C6=O)c4)C5=O)c3)nc2c1,amide
8X955nJ5hjr8w3HH2ifWSY,JdNReaxrrxrkDCrU68nuzu,Nc1ccc(-c2ccc(Oc3ccc(Oc4cc(-c5ccc(N)cc5)cc(C(F)(F)F)c4O)cc3)c(C(F)(F)F)c2)cc1.O=C(O)c1cccc(C(=O)O)c1,"('Nc1ccc(-c2ccc(Oc3ccc(Oc4cc(-c5ccc(N)cc5)cc(C(F)(F)F)c4O)cc3)c(C(F)(F)F)c2)cc1', 'O=C(O)c1cccc(C(=O)O)c1')",[],0,Nc1ccc(-c2cc(Oc3ccc(Oc4ccc(-c5ccc(NC(=O)c6cccc(C(=O)Nc7ccc(-c8ccc(Oc9ccc(Oc%10cc(-c%11ccc(NC(=O)c%12cccc(C(=O)Nc%13ccc(-c%14cc(Oc%15ccc(Oc%16ccc(-c%17ccc(NC(=O)c%18cccc(C(=O)Nc%19ccc(-c%20ccc(Oc%21ccc(Oc%22cc(-c%23ccc(NC(=O)c%24cccc(C(=O)O)c%24)cc%23)cc(C(F)(F)F)c%22O)cc%21)c(C(F)(F)F)c%20)cc%19)c%18)cc%17)cc%16C(F)(F)F)cc%15)c(O)c(C(F)(F)F)c%14)cc%13)c%12)cc%11)cc(C(F)(F)F)c%10O)cc9)c(C(F)(F)F)c8)cc7)c6)cc5)cc4C(F)(F)F)cc3)c(O)c(C(F)(F)F)c2)cc1,amide
8X955nJ5hjr8w3HH2ifWSY,6zwPq6z3AHfeyQwZ3XoZda,Nc1ccc(-c2ccc(Oc3ccc(Oc4cc(-c5ccc(N)cc5)cc(C(F)(F)F)c4O)cc3)c(C(F)(F)F)c2)cc1.O=C(O)c1cccc(C(=O)O)c1,"('Nc1ccc(-c2ccc(Oc3ccc(Oc4cc(-c5ccc(N)cc5)cc(C(F)(F)F)c4O)cc3)c(C(F)(F)F)c2)cc1', 'O=C(O)c1cccc(C(=O)O)c1')",[],1,Nc1ccc(-c2ccc(Oc3ccc(Oc4cc(-c5ccc(NC(=O)c6cccc(C(=O)Nc7ccc(-c8ccc(Oc9ccc(Oc%10cc(-c%11ccc(NC(=O)c%12cccc(C(=O)Nc%13ccc(-c%14ccc(Oc%15ccc(Oc%16cc(-c%17ccc(NC(=O)c%18cccc(C(=O)Nc%19ccc(-c%20cc(Oc%21ccc(Oc%22ccc(-c%23ccc(NC(=O)c%24cccc(C(=O)O)c%24)cc%23)cc%22C(F)(F)F)cc%21)c(O)c(C(F)(F)F)c%20)cc%19)c%18)cc%17)cc(C(F)(F)F)c%16O)cc%15)c(C(F)(F)F)c%14)cc%13)c%12)cc%11)cc(C(F)(F)F)c%10O)cc9)c(C(F)(F)F)c8)cc7)c6)cc5)cc(C(F)(F)F)c4O)cc3)c(C(F)(F)F)c2)cc1,amide
B3gRSBmybjaDyfuu9nLsF7,ZG8tkCvZncKqooevUxWDrL,Nc1ccc(Oc2ccc(Oc3ccc(N)cc3)cc2)cc1.O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(N6C(=O)c7ccc(C(=O)O)cc7C6=O)cc5C(F)(F)F)cc4)cc3)c(C(F)(F)F)c1)C2=O,"('Nc1ccc(Oc2ccc(Oc3ccc(N)cc3)cc2)cc1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(N6C(=O)c7ccc(C(=O)O)cc7C6=O)cc5C(F)(F)F)cc4)cc3)c(C(F)(F)F)c1)C2=O')",[],0,Nc1ccc(Oc2ccc(Oc3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(N9C(=O)c%10ccc(C(=O)Nc%11ccc(Oc%12ccc(Oc%13ccc(NC(=O)c%14ccc%15c(c%14)C(=O)N(c%14ccc(Oc%16ccc(C(=O)c%17ccc(Oc%18ccc(N%19C(=O)c%20ccc(C(=O)Nc%21ccc(Oc%22ccc(Oc%23ccc(NC(=O)c%24ccc%25c(c%24)C(=O)N(c%24ccc(Oc%26ccc(C(=O)c%27ccc(Oc%28ccc(N%29C(=O)c%30ccc(C(=O)Nc%31ccc(Oc%32ccc(Oc%33ccc(NC(=O)c%34ccc%35c(c%34)C(=O)N(c%34ccc(Oc%36ccc(C(=O)c%37ccc(Oc%38ccc(N%39C(=O)c%40ccc(C(=O)O)cc%40C%39=O)cc%38C(F)(F)F)cc%37)cc%36)c(C(F)(F)F)c%34)C%35=O)cc%33)cc%32)cc%31)cc%30C%29=O)cc%28C(F)(F)F)cc%27)cc%26)c(C(F)(F)F)c%24)C%25=O)cc%23)cc%22)cc%21)cc%20C%19=O)cc%18C(F)(F)F)cc%17)cc%16)c(C(F)(F)F)c%14)C%15=O)cc%13)cc%12)cc%11)cc%10C9=O)cc8C(F)(F)F)cc7)cc6)c(C(F)(F)F)c4)C5=O)cc3)cc2)cc1,amide
B3gRSBmybjaDyfuu9nLsF7,HmohZ4kD57yN8HxwCPQe6H,Nc1ccc(Oc2ccc(Oc3ccc(N)cc3)cc2)cc1.O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(N6C(=O)c7ccc(C(=O)O)cc7C6=O)cc5C(F)(F)F)cc4)cc3)c(C(F)(F)F)c1)C2=O,"('Nc1ccc(Oc2ccc(Oc3ccc(N)cc3)cc2)cc1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4ccc(Oc5ccc(N6C(=O)c7ccc(C(=O)O)cc7C6=O)cc5C(F)(F)F)cc4)cc3)c(C(F)(F)F)c1)C2=O')",[],1,Nc1ccc(Oc2ccc(Oc3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6ccc(C(=O)c7ccc(Oc8ccc(N9C(=O)c%10ccc(C(=O)Nc%11ccc(Oc%12ccc(Oc%13ccc(NC(=O)c%14ccc%15c(c%14)C(=O)N(c%14ccc(Oc%16ccc(C(=O)c%17ccc(Oc%18ccc(N%19C(=O)c%20ccc(C(=O)Nc%21ccc(Oc%22ccc(Oc%23ccc(NC(=O)c%24ccc%25c(c%24)C(=O)N(c%24ccc(Oc%26ccc(C(=O)c%27ccc(Oc%28ccc(N%29C(=O)c%30ccc(C(=O)Nc%31ccc(Oc%32ccc(Oc%33ccc(NC(=O)c%34ccc%35c(c%34)C(=O)N(c%34ccc(Oc%36ccc(C(=O)c%37ccc(Oc%38ccc(N%39C(=O)c%40ccc(C(=O)O)cc%40C%39=O)cc%38C(F)(F)F)cc%37)cc%36)c(C(F)(F)F)c%34)C%35=O)cc%33)cc%32)cc%31)cc%30C%29=O)cc%28C(F)(F)F)cc%27)cc%26)c(C(F)(F)F)c%24)C%25=O)cc%23)cc%22)cc%21)cc%20C%19=O)cc%18C(F)(F)F)cc%17)cc%16)c(C(F)(F)F)c%14)C%15=O)cc%13)cc%12)cc%11)cc%10C9=O)cc8C(F)(F)F)cc7)cc6)c(C(F)(F)F)c4)C5=O)cc3)cc2)cc1,amide
AZcEhHx8bQhSy9g68jWd75,EBfjPA9haUuXLpMEg7SuAh,NCCCCCCCCCCCCN.O=C(O)CCCCCCCCC(=O)O,"('NCCCCCCCCCCCCN', 'O=C(O)CCCCCCCCC(=O)O')",[],0,NCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)O,amide
AZcEhHx8bQhSy9g68jWd75,eFdgCbEwAX89KyxHJLDUg7,NCCCCCCCCCCCCN.O=C(O)CCCCCCCCC(=O)O,"('NCCCCCCCCCCCCN', 'O=C(O)CCCCCCCCC(=O)O')",[],1,NCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)O,amide
ktiR84mK6nYB2V3DAu6w6x,oAC4uHw2CfQJXBYtazfucc,Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(N)cc2)cc1.O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(Oc4cccc(N5C(=O)c6ccc(C(=O)O)cc6C5=O)c4)cc3)cc1)C2=O,"('Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(N)cc2)cc1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(Oc4cccc(N5C(=O)c6ccc(C(=O)O)cc6C5=O)c4)cc3)cc1)C2=O')",[],0,Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(Oc5ccc(Oc6ccc(N7C(=O)c8ccc(C(=O)Nc9ccc(Oc%10ccccc%10-c%10ccccc%10Oc%10ccc(NC(=O)c%11ccc%12c(c%11)C(=O)N(c%11cccc(Oc%13ccc(Oc%14ccc(N%15C(=O)c%16ccc(C(=O)Nc%17ccc(Oc%18ccccc%18-c%18ccccc%18Oc%18ccc(NC(=O)c%19ccc%20c(c%19)C(=O)N(c%19cccc(Oc%21ccc(Oc%22ccc(N%23C(=O)c%24ccc(C(=O)Nc%25ccc(Oc%26ccccc%26-c%26ccccc%26Oc%26ccc(NC(=O)c%27ccc%28c(c%27)C(=O)N(c%27cccc(Oc%29ccc(Oc%30ccc(N%31C(=O)c%32ccc(C(=O)O)cc%32C%31=O)cc%30)cc%29)c%27)C%28=O)cc%26)cc%25)cc%24C%23=O)cc%22)cc%21)c%19)C%20=O)cc%18)cc%17)cc%16C%15=O)cc%14)cc%13)c%11)C%12=O)cc%10)cc9)cc8C7=O)cc6)cc5)c3)C4=O)cc2)cc1,amide
ktiR84mK6nYB2V3DAu6w6x,jdpVFKNST3NSvG63TUhqfV,Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(N)cc2)cc1.O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(Oc4cccc(N5C(=O)c6ccc(C(=O)O)cc6C5=O)c4)cc3)cc1)C2=O,"('Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(N)cc2)cc1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(Oc4cccc(N5C(=O)c6ccc(C(=O)O)cc6C5=O)c4)cc3)cc1)C2=O')",[],1,Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(Oc5ccc(Oc6ccc(N7C(=O)c8ccc(C(=O)Nc9ccc(Oc%10ccccc%10-c%10ccccc%10Oc%10ccc(NC(=O)c%11ccc%12c(c%11)C(=O)N(c%11ccc(Oc%13ccc(Oc%14cccc(N%15C(=O)c%16ccc(C(=O)Nc%17ccc(Oc%18ccccc%18-c%18ccccc%18Oc%18ccc(NC(=O)c%19ccc%20c(c%19)C(=O)N(c%19cccc(Oc%21ccc(Oc%22ccc(N%23C(=O)c%24ccc(C(=O)Nc%25ccc(Oc%26ccccc%26-c%26ccccc%26Oc%26ccc(NC(=O)c%27ccc%28c(c%27)C(=O)N(c%27cccc(Oc%29ccc(Oc%30ccc(N%31C(=O)c%32ccc(C(=O)O)cc%32C%31=O)cc%30)cc%29)c%27)C%28=O)cc%26)cc%25)cc%24C%23=O)cc%22)cc%21)c%19)C%20=O)cc%18)cc%17)cc%16C%15=O)c%14)cc%13)cc%11)C%12=O)cc%10)cc9)cc8C7=O)cc6)cc5)c3)C4=O)cc2)cc1,amide
2UA4BWtuYRmF5ambyFpHzy,kK6hprEwTJBbzNyzTnDert,CC(CCN)CCCC(=O)O,"('CC(CCN)CCCC(=O)O',)",[],0,CC(CCN)CCCC(=O)NCCC(C)CCCC(=O)NCCC(C)CCCC(=O)NCCC(C)CCCC(=O)NCCC(C)CCCC(=O)NCCC(C)CCCC(=O)NCCC(C)CCCC(=O)NCCC(C)CCCC(=O)O,amide
2UA4BWtuYRmF5ambyFpHzy,FJL3aFmXS6bSVoRnqbu7Da,CC(CCN)CCCC(=O)O,"('CC(CCN)CCCC(=O)O',)",[],1,CC(CCN)CCCC(=O)NCCC(C)CCCC(=O)NCCC(C)CCCC(=O)NCCC(C)CCCC(=O)NCCC(C)CCCC(=O)NCCC(C)CCCC(=O)NCCC(C)CCCC(=O)NCCC(C)CCCC(=O)O,amide
C9uLyBWGvaoq9GF9kBkdoR,BRWV6Hw5QjRayZsoqWGKtQ,CC1(C)CC(C)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc21.Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,"('CC1(C)CC(C)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc21', 'Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1')",[],0,CC1(C)CC(C)(c2ccc(C(=O)Nc3cccc(S(=O)(=O)c4cccc(NC(=O)c5ccc6c(c5)C(C)(C)CC6(C)c5ccc(C(=O)Nc6cccc(S(=O)(=O)c7cccc(NC(=O)c8ccc(C9(C)CC(C)(C)c%10cc(C(=O)Nc%11cccc(S(=O)(=O)c%12cccc(NC(=O)c%13ccc%14c(c%13)C(C)(C)CC%14(C)c%13ccc(C(=O)Nc%14cccc(S(=O)(=O)c%15cccc(N)c%15)c%14)cc%13)c%12)c%11)ccc%109)cc8)c7)c6)cc5)c4)c3)cc2)c2ccc(C(=O)O)cc21,amide
C9uLyBWGvaoq9GF9kBkdoR,9yyzFu4mMDekWhNELkWZpx,CC1(C)CC(C)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc21.Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,"('CC1(C)CC(C)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc21', 'Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1')",[],1,CC1(C)CC(C)(c2ccc(C(=O)Nc3cccc(S(=O)(=O)c4cccc(NC(=O)c5ccc(C6(C)CC(C)(C)c7cc(C(=O)Nc8cccc(S(=O)(=O)c9cccc(NC(=O)c%10ccc%11c(c%10)C(C)(C)CC%11(C)c%10ccc(C(=O)Nc%11cccc(S(=O)(=O)c%12cccc(NC(=O)c%13ccc%14c(c%13)C(C)(C)CC%14(C)c%13ccc(C(=O)O)cc%13)c%12)c%11)cc%10)c9)c8)ccc76)cc5)c4)c3)cc2)c2ccc(C(=O)Nc3cccc(S(=O)(=O)c4cccc(N)c4)c3)cc21,amide
jLKx2z6bBBDy6N22KbPCbp,frJGXgZD9Q3dA3zY3u2oFA,Nc1cccc(N)c1.O=C(O)Cc1ccc(-c2sc(-c3ccc(CC(=O)O)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,"('Nc1cccc(N)c1', 'O=C(O)Cc1ccc(-c2sc(-c3ccc(CC(=O)O)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1')",[],0,Nc1cccc(NC(=O)Cc2ccc(-c3sc(-c4ccc(CC(=O)Nc5cccc(NC(=O)Cc6ccc(-c7sc(-c8ccc(CC(=O)Nc9cccc(NC(=O)Cc%10ccc(-c%11sc(-c%12ccc(CC(=O)Nc%13cccc(NC(=O)Cc%14ccc(-c%15sc(-c%16ccc(CC(=O)O)cc%16)c(-c%16ccccc%16)c%15-c%15ccccc%15)cc%14)c%13)cc%12)c(-c%12ccccc%12)c%11-c%11ccccc%11)cc%10)c9)cc8)c(-c8ccccc8)c7-c7ccccc7)cc6)c5)cc4)c(-c4ccccc4)c3-c3ccccc3)cc2)c1,amide
jLKx2z6bBBDy6N22KbPCbp,Gfvz2wnScoUgLu25xx5NCT,Nc1cccc(N)c1.O=C(O)Cc1ccc(-c2sc(-c3ccc(CC(=O)O)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,"('Nc1cccc(N)c1', 'O=C(O)Cc1ccc(-c2sc(-c3ccc(CC(=O)O)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1')",[],1,Nc1cccc(NC(=O)Cc2ccc(-c3sc(-c4ccc(CC(=O)Nc5cccc(NC(=O)Cc6ccc(-c7sc(-c8ccc(CC(=O)Nc9cccc(NC(=O)Cc%10ccc(-c%11sc(-c%12ccc(CC(=O)Nc%13cccc(NC(=O)Cc%14ccc(-c%15sc(-c%16ccc(CC(=O)O)cc%16)c(-c%16ccccc%16)c%15-c%15ccccc%15)cc%14)c%13)cc%12)c(-c%12ccccc%12)c%11-c%11ccccc%11)cc%10)c9)cc8)c(-c8ccccc8)c7-c7ccccc7)cc6)c5)cc4)c(-c4ccccc4)c3-c3ccccc3)cc2)c1,amide
WoM7HvMTarpMyCLqUrvm5j,WGppeJXurDHisT37kYjbtG,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1.OCCO,"('O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1', 'OCCO')",[],0,O=C(O)c1ccc(Oc2ccc(C(=O)OCCOC(=O)c3ccc(Oc4ccc(C(=O)OCCOC(=O)c5ccc(Oc6ccc(C(=O)OCCOC(=O)c7ccc(Oc8ccc(C(=O)OCCO)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,ester
WoM7HvMTarpMyCLqUrvm5j,Ufc2gnTqHyWwDgqytFFN9y,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1.OCCO,"('O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1', 'OCCO')",[],1,O=C(O)c1ccc(Oc2ccc(C(=O)OCCOC(=O)c3ccc(Oc4ccc(C(=O)OCCOC(=O)c5ccc(Oc6ccc(C(=O)OCCOC(=O)c7ccc(Oc8ccc(C(=O)OCCO)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,ester
2LAQtQzqJ4YfaJtQsPZs88,kY6hGowcfoAWpDXpxR5wvB,O=C(O)CCCCCCCCCCC(=O)O.OCCOCCOCCO,"('O=C(O)CCCCCCCCCCC(=O)O', 'OCCOCCOCCO')",[],0,O=C(O)CCCCCCCCCCC(=O)OCCOCCOCCOC(=O)CCCCCCCCCCC(=O)OCCOCCOCCOC(=O)CCCCCCCCCCC(=O)OCCOCCOCCOC(=O)CCCCCCCCCCC(=O)OCCOCCOCCO,ester
2LAQtQzqJ4YfaJtQsPZs88,kRAs77W9XBHXyajcyJ6P85,O=C(O)CCCCCCCCCCC(=O)O.OCCOCCOCCO,"('O=C(O)CCCCCCCCCCC(=O)O', 'OCCOCCOCCO')",[],1,O=C(O)CCCCCCCCCCC(=O)OCCOCCOCCOC(=O)CCCCCCCCCCC(=O)OCCOCCOCCOC(=O)CCCCCCCCCCC(=O)OCCOCCOCCOC(=O)CCCCCCCCCCC(=O)OCCOCCOCCO,ester
2EWqPdwKQ29EyC6cpXnZMv,k8n7g4CHvVz8e8BZRDKySr,O=C(O)CCSCCC(=O)O.OCCOCCOCCOCCO,"('O=C(O)CCSCCC(=O)O', 'OCCOCCOCCOCCO')",[],0,O=C(O)CCSCCC(=O)OCCOCCOCCOCCOC(=O)CCSCCC(=O)OCCOCCOCCOCCOC(=O)CCSCCC(=O)OCCOCCOCCOCCOC(=O)CCSCCC(=O)OCCOCCOCCOCCO,ester
2EWqPdwKQ29EyC6cpXnZMv,V337FTB4ZAJ9GKQPZzSAoJ,O=C(O)CCSCCC(=O)O.OCCOCCOCCOCCO,"('O=C(O)CCSCCC(=O)O', 'OCCOCCOCCOCCO')",[],1,O=C(O)CCSCCC(=O)OCCOCCOCCOCCOC(=O)CCSCCC(=O)OCCOCCOCCOCCOC(=O)CCSCCC(=O)OCCOCCOCCOCCOC(=O)CCSCCC(=O)OCCOCCOCCOCCO,ester
GmjpMFKgQqsz4RcaHaDtKT,88NyeRYow4WfiBUxMvwRPo,O=C(O)CCCCCCCCCCC(=O)O.OCc1ccc(CO)cc1,"('O=C(O)CCCCCCCCCCC(=O)O', 'OCc1ccc(CO)cc1')",[],0,O=C(O)CCCCCCCCCCC(=O)OCc1ccc(COC(=O)CCCCCCCCCCC(=O)OCc2ccc(COC(=O)CCCCCCCCCCC(=O)OCc3ccc(COC(=O)CCCCCCCCCCC(=O)OCc4ccc(CO)cc4)cc3)cc2)cc1,ester
GmjpMFKgQqsz4RcaHaDtKT,XD2TEwSfSrmTAxkoDGwQ47,O=C(O)CCCCCCCCCCC(=O)O.OCc1ccc(CO)cc1,"('O=C(O)CCCCCCCCCCC(=O)O', 'OCc1ccc(CO)cc1')",[],1,O=C(O)CCCCCCCCCCC(=O)OCc1ccc(COC(=O)CCCCCCCCCCC(=O)OCc2ccc(COC(=O)CCCCCCCCCCC(=O)OCc3ccc(COC(=O)CCCCCCCCCCC(=O)OCc4ccc(CO)cc4)cc3)cc2)cc1,ester
